iter	Passed	Remaining
1664	184689	369933
1665	184798	369817
1666	184911	369712
1667	185026	369608
1668	185136	369495
1669	185244	369379
1670	185355	369268
1671	185464	369154
1672	185570	369032
1673	185675	368910
1674	185793	368814
1675	185901	368697
1676	186013	368587
1677	186126	368481
1678	186237	368370
1679	186346	368257
1680	186454	368139
1681	186564	368027
1682	186678	367922
1683	186787	367808
1684	186901	367702
1685	187014	367595
1686	187124	367482
1687	187235	367372
1688	187346	367261
1689	187454	367145
1690	187572	367047
1691	187690	366950
1692	187799	366835
1693	187919	366741
1694	188033	366638
1695	188154	366545
1696	188264	366432
1697	188378	366327
1698	188491	366221
1699	188605	366116
1700	188723	366019
1701	188834	365908
1702	188944	365795
1703	189057	365688
1704	189176	365593
1705	189296	365499
1706	189412	365398
1707	189531	365303
1708	189649	365205
1709	189766	365106
1710	189882	365005
1711	189993	364894
1712	190106	364787
1713	190208	364658
1714	190320	364550
1715	190427	364431
1716	190534	364313
1717	190649	364209
1718	190764	364105
1719	190880	364004
1720	190992	363895
1721	191110	363798
1722	191213	363672
1723	191328	363568
1724	191442	363462
1725	191558	363361
1726	191672	363256
1727	191791	363160
1728	191904	363053
1729	192016	362943
1730	192129	362837
1731	192241	362728
1732	192348	362609
1733	192453	362487
1734	192566	362379
1735	192678	362272
1736	192790	362161
1737	192913	362072
1738	193025	361964
1739	193140	361861
1740	193250	361747
1741	193363	361640
1742	193483	361546
1743	193596	361439
1744	193711	361335
1745	193828	361235
1746	193938	361122
1747	194044	361003
1748	194158	360896
1749	194269	360785
1750	194379	360673
1751	194493	360567
1752	194598	360445
1753	194713	360341
1754	194828	360238
1755	194932	360114
1756	195041	360000
1757	195144	359874
1758	195252	359756
1759	195364	359647
1760	195469	359525
1761	195577	359410
1762	195687	359296
1763	195797	359183
1764	195907	359071
1765	196018	358960
1766	196127	358846
1767	196235	358729
1768	196349	358624
1769	196459	358511
1770	196573	358404
1771	196683	358293
1772	196791	358176
1773	196902	358065
1774	197014	357955
1775	197121	357837
1776	197233	357728
1777	197345	357619
1778	197455	357506
1779	197568	357399
1780	197679	357288
1781	197791	357179
1782	197903	357069
1783	198015	356961
1784	198122	356842
1785	198231	356728
1786	198342	356617
1787	198459	356516
1788	198571	356407
1789	198687	356305
1790	198797	356193
1791	198917	356097
1792	199030	355991
1793	199140	355876
1794	199249	355763
1795	199359	355649
1796	199467	355534
1797	199578	355422
1798	199688	355309
1799	199795	355191
1800	199912	355092
1801	200029	354991
1802	200144	354886
1803	200257	354780
1804	200371	354673
1805	200479	354558
1806	200594	354453
1807	200706	354343
1808	200822	354241
1809	200936	354137
1810	201052	354034
1811	201170	353936
1812	201283	353828
1813	201390	353710
1814	201499	353595
1815	201615	353492
1816	201731	353391
1817	201840	353277
1818	201960	353181
1819	202060	353051
1820	202176	352948
1821	202284	352832
1822	202393	352718
1823	202506	352610
1824	202611	352489
1825	202715	352366
1826	202828	352257
1827	202929	352129
1828	203039	352016
1829	203155	351913
1830	203260	351793
1831	203372	351682
1832	203481	351568
1833	203597	351466
1834	203711	351361
1835	203817	351241
1836	203928	351130
1837	204041	351022
1838	204152	350912
1839	204262	350799
1840	204367	350676
1841	204477	350563
1842	204587	350452
1843	204700	350344
1844	204814	350237
1845	204929	350134
1846	205032	350010
1847	205144	349900
1848	205253	349785
1849	205355	349659
1850	205473	349560
1851	205581	349443
1852	205696	349340
1853	205802	349219
1854	205914	349111
1855	206023	348997
1856	206134	348885
1857	206244	348772
1858	206351	348655
1859	206468	348554
1860	206580	348445
1861	206687	348326
1862	206802	348223
1863	206906	348100
1864	207011	347978
1865	207125	347872
1866	207239	347767
1867	207351	347657
1868	207466	347552
1869	207577	347442
1870	207686	347328
1871	207799	347221
1872	207910	347110
1873	208019	346995
1874	208124	346874
1875	208231	346757
1876	208347	346653
1877	208452	346533
1878	208561	346419
1879	208671	346306
1880	208780	346192
1881	208893	346084
1882	209006	345976
1883	209116	345864
1884	209227	345752
1885	209336	345638
1886	209445	345524
1887	209554	345409
1888	209662	345293
1889	209775	345186
1890	209884	345072
1891	209995	344960
1892	210106	344850
1893	210212	344729
1894	210319	344613
1895	210427	344497
1896	210535	344382
1897	210646	344270
1898	210765	344173
1899	210874	344059
1900	210981	343941
1901	211093	343832
1902	211213	343734
